"","RNA-hipocampo-5xFAD-A.bam","RNA-hipocampo-5xFAD-B.bam","RNA-hipocampo-WT-A.bam","RNA-hipocampo-WT-B.bam"
"ENSMUSG00000059395",0,0,0,1
"ENSMUSG00000114702",0,0,0,0
"ENSMUSG00000054931",1,1,1,3
"ENSMUSG00000088563",0,0,0,0
"ENSMUSG00000078139",36,9,23,27
"ENSMUSG00000079941",104,155,74,97
"ENSMUSG00000082396",0,0,0,1
"ENSMUSG00000063894",3,1,4,1
"ENSMUSG00000048996",0,0,0,0
"ENSMUSG00000054890",0,0,0,0
"ENSMUSG00000046016",0,0,0,0
"ENSMUSG00000051258",0,0,0,0
"ENSMUSG00000036658",0,0,0,0
"ENSMUSG00000049737",0,0,0,0
"ENSMUSG00000108534",0,0,0,0
"ENSMUSG00000108674",0,0,0,0
"ENSMUSG00000094338",0,0,0,0
"ENSMUSG00000071516",0,0,0,0
"ENSMUSG00000105014",0,0,0,0
"ENSMUSG00000101355",0,0,0,0
"ENSMUSG00000105238",0,0,0,0
"ENSMUSG00000080076",0,0,0,0
"ENSMUSG00000114279",0,0,0,0
"ENSMUSG00000067455",0,0,1,0
"ENSMUSG00000064288",0,0,0,0
"ENSMUSG00000063021",0,0,0,0
"ENSMUSG00000105580",0,0,0,0
"ENSMUSG00000095217",0,0,0,0
"ENSMUSG00000085331",0,0,0,0
"ENSMUSG00000058773",1,0,0,0
"ENSMUSG00000101972",0,0,0,0
"ENSMUSG00000069309",0,0,0,0
"ENSMUSG00000106281",0,0,0,0
"ENSMUSG00000069308",0,0,0,0
"ENSMUSG00000069307",0,0,0,0
"ENSMUSG00000094248",0,0,0,0
"ENSMUSG00000105256",0,0,0,0
"ENSMUSG00000069306",0,0,0,0
"ENSMUSG00000069305",0,0,0,0
"ENSMUSG00000094777",0,0,0,0
"ENSMUSG00000106440",0,0,0,0
"ENSMUSG00000069303",0,0,0,0
"ENSMUSG00000080770",0,0,0,0
"ENSMUSG00000088148",0,0,0,0
"ENSMUSG00000081576",0,0,0,0
"ENSMUSG00000105839",0,0,0,0
"ENSMUSG00000085393",0,0,0,0
"ENSMUSG00000006720",0,2,1,1
"ENSMUSG00000078917",0,0,0,0
"ENSMUSG00000081265",0,0,0,0
"ENSMUSG00000016982",0,0,0,0
"ENSMUSG00000006179",0,1,0,0
"ENSMUSG00000085827",0,0,0,0
"ENSMUSG00000043145",0,0,0,0
"ENSMUSG00000104608",0,0,0,0
"ENSMUSG00000069302",0,0,0,0
"ENSMUSG00000062727",0,0,0,0
"ENSMUSG00000060639",1,0,0,0
"ENSMUSG00000069301",0,0,0,0
"ENSMUSG00000105433",0,0,0,0
"ENSMUSG00000069300",0,0,0,0
"ENSMUSG00000114817",0,1,0,0
"ENSMUSG00000083873",0,0,0,0
"ENSMUSG00000082869",0,0,0,0
"ENSMUSG00000084072",0,0,0,0
"ENSMUSG00000076237",0,0,0,0
"ENSMUSG00000069299",0,0,0,0
"ENSMUSG00000081334",0,0,0,0
"ENSMUSG00000099611",0,0,0,0
"ENSMUSG00000081469",0,0,0,0
"ENSMUSG00000114620",0,0,0,0
"ENSMUSG00000083167",0,0,0,0
"ENSMUSG00000089973",0,0,0,0
"ENSMUSG00000083319",0,0,0,0
"ENSMUSG00000095916",0,0,0,0
"ENSMUSG00000083348",0,0,0,0
"ENSMUSG00000099787",0,0,0,0
"ENSMUSG00000096817",0,0,0,0
"ENSMUSG00000095684",0,0,0,0
"ENSMUSG00000046932",0,0,0,0
"ENSMUSG00000069297",0,0,0,0
"ENSMUSG00000069296",0,0,0,0
"ENSMUSG00000084038",0,0,0,0
"ENSMUSG00000069295",0,0,0,0
"ENSMUSG00000082785",0,0,0,0
"ENSMUSG00000069294",0,0,0,0
"ENSMUSG00000114499",0,0,0,0
"ENSMUSG00000095125",0,0,0,0
"ENSMUSG00000114666",0,0,0,0
"ENSMUSG00000069292",0,0,0,0
"ENSMUSG00000081080",0,0,0,0
"ENSMUSG00000101073",0,0,0,0
"ENSMUSG00000084924",0,0,0,0
"ENSMUSG00000081283",0,0,0,0
"ENSMUSG00000083940",0,0,0,0
"ENSMUSG00000094898",0,0,0,0
"ENSMUSG00000081717",0,0,0,0
"ENSMUSG00000080697",0,0,0,0
"ENSMUSG00000081495",0,0,0,0
"ENSMUSG00000094379",0,0,0,0
"ENSMUSG00000069289",0,0,0,0
"ENSMUSG00000087688",0,0,0,0
"ENSMUSG00000094637",0,0,0,0
"ENSMUSG00000100296",0,0,0,0
"ENSMUSG00000101578",0,0,0,0
"ENSMUSG00000081914",0,0,0,0
"ENSMUSG00000083413",0,0,0,0
"ENSMUSG00000082178",0,0,0,0
"ENSMUSG00000083673",0,0,0,0
"ENSMUSG00000085221",0,0,0,0
"ENSMUSG00000084136",0,0,0,0
"ENSMUSG00000082540",0,0,0,0
"ENSMUSG00000081531",0,0,0,0
"ENSMUSG00000080730",0,0,0,0
"ENSMUSG00000071493",0,0,0,0
"ENSMUSG00000087643",0,0,0,0
"ENSMUSG00000071491",0,0,0,0
"ENSMUSG00000061296",0,0,0,0
"ENSMUSG00000083297",0,0,0,0
"ENSMUSG00000063998",0,0,0,0
"ENSMUSG00000082037",0,0,0,0
"ENSMUSG00000089615",0,0,0,0
"ENSMUSG00000071490",0,0,0,0
"ENSMUSG00000114527",0,0,0,0
"ENSMUSG00000094264",0,0,0,0
"ENSMUSG00000082340",0,0,0,0
"ENSMUSG00000082268",0,0,0,0
"ENSMUSG00000094485",0,0,0,0
"ENSMUSG00000081060",0,0,0,0
"ENSMUSG00000079064",0,0,0,0
"ENSMUSG00000060024",0,0,0,0
"ENSMUSG00000082656",0,0,0,0
"ENSMUSG00000061829",0,0,0,0
"ENSMUSG00000114394",0,0,0,0
"ENSMUSG00000083124",0,0,0,0
"ENSMUSG00000099917",0,0,0,0
"ENSMUSG00000115697",0,0,0,0
"ENSMUSG00000116057",0,0,0,0
"ENSMUSG00000080861",0,0,0,0
"ENSMUSG00000081912",0,0,0,0
"ENSMUSG00000115791",0,0,0,0
"ENSMUSG00000084315",0,0,0,0
"ENSMUSG00000115020",0,0,0,0
"ENSMUSG00000061376",0,0,0,0
"ENSMUSG00000096099",0,0,0,0
"ENSMUSG00000114699",0,0,0,0
"ENSMUSG00000080794",0,0,0,0
"ENSMUSG00000082316",0,0,0,0
"ENSMUSG00000114811",0,0,0,0
"ENSMUSG00000061022",0,0,0,0
"ENSMUSG00000069280",0,0,0,0
"ENSMUSG00000082593",0,0,0,0
"ENSMUSG00000084096",0,0,0,0
"ENSMUSG00000085488",0,0,0,0
"ENSMUSG00000085122",0,0,0,0
"ENSMUSG00000080698",0,0,0,0
"ENSMUSG00000087097",0,0,0,0
"ENSMUSG00000046351",3,3,5,5
"ENSMUSG00000083667",0,0,0,0
"ENSMUSG00000036376",4,7,9,5
"ENSMUSG00000085024",0,0,0,0
"ENSMUSG00000113440",0,1,0,0
"ENSMUSG00000000706",0,0,0,0
"ENSMUSG00000053216",1,0,0,1
"ENSMUSG00000104750",0,0,0,0
"ENSMUSG00000085016",0,0,0,0
"ENSMUSG00000060981",1,2,0,0
"ENSMUSG00000061991",0,0,0,0
"ENSMUSG00000105109",0,0,0,0
"ENSMUSG00000099517",0,0,0,0
"ENSMUSG00000114456",0,0,0,0
"ENSMUSG00000100210",0,0,0,0
"ENSMUSG00000069274",0,0,0,0
"ENSMUSG00000052565",0,0,0,0
"ENSMUSG00000069273",0,0,0,1
"ENSMUSG00000069272",0,0,0,0
"ENSMUSG00000104771",0,0,0,0
"ENSMUSG00000058385",0,0,0,0
"ENSMUSG00000069268",0,0,0,0
"ENSMUSG00000071478",0,0,0,0
"ENSMUSG00000105924",0,0,0,0
"ENSMUSG00000099583",0,0,0,0
"ENSMUSG00000061482",1,1,0,0
"ENSMUSG00000047246",0,1,1,0
"ENSMUSG00000051627",0,0,0,0
"ENSMUSG00000080741",0,0,0,0
"ENSMUSG00000084753",0,0,0,0
"ENSMUSG00000069270",0,1,0,1
"ENSMUSG00000088030",0,0,0,0
"ENSMUSG00000104997",0,0,0,0
"ENSMUSG00000018102",6,10,11,4
"ENSMUSG00000036211",0,0,0,0
"ENSMUSG00000060678",0,0,0,0
"ENSMUSG00000006611",2,0,3,2
"ENSMUSG00000083206",0,0,0,0
"ENSMUSG00000036181",9,4,5,7
"ENSMUSG00000069310",0,0,0,0
"ENSMUSG00000080999",0,0,0,0
"ENSMUSG00000106595",0,0,0,0
"ENSMUSG00000075031",0,0,0,0
"ENSMUSG00000061615",0,0,0,0
"ENSMUSG00000106203",0,0,0,0
"ENSMUSG00000069267",0,0,0,0
"ENSMUSG00000075029",0,0,0,0
"ENSMUSG00000069266",0,0,0,0
"ENSMUSG00000060093",0,0,0,0
"ENSMUSG00000069265",0,0,0,0
"ENSMUSG00000049539",0,0,0,0
"ENSMUSG00000064140",0,0,0,0
"ENSMUSG00000087173",0,0,0,0
"ENSMUSG00000036110",0,0,0,0
"ENSMUSG00000036083",0,0,0,0
"ENSMUSG00000021335",0,0,0,0
"ENSMUSG00000021336",0,0,0,0
"ENSMUSG00000082558",0,0,0,0
"ENSMUSG00000050799",0,0,0,0
"ENSMUSG00000060081",0,0,0,0
"ENSMUSG00000105874",0,0,0,0
"ENSMUSG00000021337",0,1,0,0
"ENSMUSG00000087603",0,0,0,0
"ENSMUSG00000021338",2,4,1,3
"ENSMUSG00000081707",0,0,0,0
"ENSMUSG00000083409",0,0,0,0
"ENSMUSG00000089580",0,0,0,0
"ENSMUSG00000081909",0,0,0,0
"ENSMUSG00000118631",0,0,0,0
"ENSMUSG00000016756",0,0,0,0
"ENSMUSG00000084788",0,0,0,0
"ENSMUSG00000083165",0,0,0,0
"ENSMUSG00000089413",0,0,0,0
"ENSMUSG00000036006",6,15,12,15
"ENSMUSG00000085603",0,0,0,0
"ENSMUSG00000085861",0,0,0,0
"ENSMUSG00000006715",1,1,1,0
"ENSMUSG00000019132",46,22,51,32
"ENSMUSG00000064811",0,0,0,0
"ENSMUSG00000006717",13,18,20,15
"ENSMUSG00000035958",4,3,3,1
"ENSMUSG00000006711",5,3,6,5
"ENSMUSG00000086796",0,0,0,0
"ENSMUSG00000035936",22,18,22,22
"ENSMUSG00000086448",1,2,0,1
"ENSMUSG00000021340",3,2,2,2
"ENSMUSG00000021339",21,19,23,15
"ENSMUSG00000114228",0,0,0,0
"ENSMUSG00000035910",3,2,5,3
"ENSMUSG00000082667",0,0,0,0
"ENSMUSG00000048978",113,79,120,105
"ENSMUSG00000114427",0,0,0,0
"ENSMUSG00000083919",0,0,0,0
"ENSMUSG00000080840",0,0,0,2
"ENSMUSG00000082161",0,0,0,0
"ENSMUSG00000086531",0,0,0,0
"ENSMUSG00000084358",0,0,0,0
"ENSMUSG00000084811",0,0,0,0
"ENSMUSG00000114660",0,0,0,0
"ENSMUSG00000060198",0,0,2,2
"ENSMUSG00000114225",0,0,0,0
"ENSMUSG00000045835",0,0,0,0
"ENSMUSG00000114342",0,0,0,0
"ENSMUSG00000081653",0,0,0,0
"ENSMUSG00000082236",0,0,0,0
"ENSMUSG00000114646",0,0,0,0
"ENSMUSG00000021342",0,0,0,0
"ENSMUSG00000057170",0,0,0,0
"ENSMUSG00000062737",0,0,0,0
"ENSMUSG00000062201",0,0,0,0
"ENSMUSG00000017922",0,0,0,0
"ENSMUSG00000038891",0,0,0,0
"ENSMUSG00000038883",0,0,0,0
"ENSMUSG00000086698",0,0,0,0
"ENSMUSG00000118612",0,0,0,0
"ENSMUSG00000083096",0,0,0,0
"ENSMUSG00000069259",0,0,0,0
"ENSMUSG00000089749",0,0,0,0
"ENSMUSG00000082306",0,0,0,0
"ENSMUSG00000018259",0,0,0,0
"ENSMUSG00000069258",0,0,0,0
"ENSMUSG00000021345",0,0,0,0
"ENSMUSG00000021346",0,0,0,0
"ENSMUSG00000006490",0,0,0,0
"ENSMUSG00000019756",0,0,0,0
"ENSMUSG00000021347",0,0,0,0
"ENSMUSG00000006488",0,0,0,0
"ENSMUSG00000046899",0,0,0,0
"ENSMUSG00000083946",0,0,0,0
"ENSMUSG00000021348",0,0,0,0
"ENSMUSG00000060738",0,0,0,0
"ENSMUSG00000022886",0,0,0,0
"ENSMUSG00000062551",0,0,0,0
"ENSMUSG00000095744",0,0,0,0
"ENSMUSG00000113672",0,0,0,0
"ENSMUSG00000113281",0,0,0,0
"ENSMUSG00000113916",0,0,0,0
"ENSMUSG00000005891",0,0,0,0
"ENSMUSG00000114182",0,0,0,0
"ENSMUSG00000017064",0,0,0,0
"ENSMUSG00000113061",4,3,2,6
"ENSMUSG00000113418",0,0,0,0
"ENSMUSG00000113216",3,0,3,2
"ENSMUSG00000085936",0,0,0,0
"ENSMUSG00000086785",0,0,0,0
"ENSMUSG00000099158",0,0,0,0
"ENSMUSG00000092093",0,0,0,0
"ENSMUSG00000082861",0,0,0,0
"ENSMUSG00000113352",0,0,0,0
"ENSMUSG00000076431",3,0,6,1
"ENSMUSG00000086363",0,1,3,0
"ENSMUSG00000082730",0,0,0,0
"ENSMUSG00000006191",5,5,4,4
"ENSMUSG00000086423",0,0,0,0
"ENSMUSG00000016477",3,4,8,3
"ENSMUSG00000086893",0,0,0,0
"ENSMUSG00000085188",0,0,0,0
"ENSMUSG00000113366",0,0,0,0
"ENSMUSG00000083676",0,0,0,0
"ENSMUSG00000038732",1,0,1,1
"ENSMUSG00000084669",0,0,0,0
"ENSMUSG00000082648",0,0,0,0
"ENSMUSG00000049115",0,0,0,0
"ENSMUSG00000113424",0,0,0,0
"ENSMUSG00000083882",0,0,0,0
"ENSMUSG00000038462",50,56,46,56
"ENSMUSG00000086263",0,0,0,0
"ENSMUSG00000069255",3,5,4,5
"ENSMUSG00000081905",0,0,0,0
"ENSMUSG00000021356",0,0,1,0
"ENSMUSG00000113515",1,0,0,0
"ENSMUSG00000021357",12,5,8,5
"ENSMUSG00000076430",0,0,0,0
"ENSMUSG00000056257",0,0,0,0
"ENSMUSG00000082014",0,0,0,0
"ENSMUSG00000114161",0,0,0,0
"ENSMUSG00000084175",0,0,0,0
"ENSMUSG00000087460",0,0,0,0
"ENSMUSG00000087662",0,0,0,0
"ENSMUSG00000085620",0,0,0,0
"ENSMUSG00000088693",0,0,0,0
"ENSMUSG00000087140",0,0,0,0
"ENSMUSG00000089052",0,0,0,0
"ENSMUSG00000090863",0,0,0,0
"ENSMUSG00000038415",1,3,0,2
"ENSMUSG00000087220",0,0,0,1
"ENSMUSG00000038408",0,0,1,0
"ENSMUSG00000087276",0,0,0,0
"ENSMUSG00000038402",2,1,0,0
"ENSMUSG00000098266",0,0,0,0
"ENSMUSG00000065843",0,0,0,0
"ENSMUSG00000086144",0,0,0,0
"ENSMUSG00000050295",0,1,0,1
"ENSMUSG00000038372",2,2,3,1
"ENSMUSG00000113119",0,0,0,0
"ENSMUSG00000083149",0,0,0,0
"ENSMUSG00000113935",0,0,0,0
"ENSMUSG00000112944",0,0,0,0
"ENSMUSG00000113965",0,1,0,0
"ENSMUSG00000085770",0,0,0,0
"ENSMUSG00000113449",0,0,0,0
"ENSMUSG00000044951",0,0,0,0
"ENSMUSG00000098788",0,0,0,0
"ENSMUSG00000042874",0,0,0,0
"ENSMUSG00000021400",13,20,17,17
"ENSMUSG00000044734",0,0,2,2
"ENSMUSG00000081433",0,0,0,0
"ENSMUSG00000079049",0,0,0,0
"ENSMUSG00000074973",0,0,0,0
"ENSMUSG00000042842",2,1,1,0
"ENSMUSG00000114185",0,0,0,0
"ENSMUSG00000045827",0,3,3,1
"ENSMUSG00000021403",0,0,0,0
"ENSMUSG00000113726",0,0,0,0
"ENSMUSG00000051029",0,0,0,1
"ENSMUSG00000083653",0,0,0,0
"ENSMUSG00000082893",0,0,0,0
"ENSMUSG00000021404",0,0,0,0
"ENSMUSG00000054266",0,0,0,0
"ENSMUSG00000081237",0,0,0,0
"ENSMUSG00000113703",0,0,0,0
"ENSMUSG00000062342",0,0,0,0
"ENSMUSG00000038327",0,0,0,0
"ENSMUSG00000071452",0,0,0,0
"ENSMUSG00000057726",0,0,0,0
"ENSMUSG00000081903",0,0,0,0
"ENSMUSG00000081288",0,0,0,0
"ENSMUSG00000082722",0,0,0,0
"ENSMUSG00000112963",0,0,0,0
"ENSMUSG00000089229",0,0,0,0
"ENSMUSG00000113016",0,0,0,0
"ENSMUSG00000113398",0,0,0,0
"ENSMUSG00000083042",0,0,0,0
"ENSMUSG00000047889",0,0,0,0
"ENSMUSG00000082986",0,0,0,0
"ENSMUSG00000097202",0,0,0,0
"ENSMUSG00000097931",0,0,0,0
"ENSMUSG00000097190",0,0,0,0
"ENSMUSG00000097054",0,0,0,0
"ENSMUSG00000080317",0,0,0,0
"ENSMUSG00000069248",0,0,0,0
"ENSMUSG00000052180",1,0,0,0
"ENSMUSG00000060147",13,11,10,10
"ENSMUSG00000085457",1,0,0,2
"ENSMUSG00000046949",2,3,5,0
"ENSMUSG00000021408",0,4,0,1
"ENSMUSG00000090628",0,0,0,0
"ENSMUSG00000091462",0,0,0,0
"ENSMUSG00000038286",4,8,6,4
"ENSMUSG00000058672",170,287,179,250
"ENSMUSG00000113591",0,0,0,0
"ENSMUSG00000114067",0,0,0,0
"ENSMUSG00000113645",0,0,0,0
"ENSMUSG00000045136",96,130,91,121
"ENSMUSG00000113883",0,0,0,0
"ENSMUSG00000071451",1,3,1,3
"ENSMUSG00000038267",20,15,34,20
"ENSMUSG00000088573",0,0,0,0
"ENSMUSG00000113430",0,0,0,0
"ENSMUSG00000113843",0,0,0,0
"ENSMUSG00000114170",0,0,0,0
"ENSMUSG00000113998",0,0,0,0
"ENSMUSG00000113554",0,0,0,0
"ENSMUSG00000113185",0,0,0,0
"ENSMUSG00000021411",3,2,1,1
"ENSMUSG00000086786",0,0,0,0
"ENSMUSG00000113044",0,0,0,0
"ENSMUSG00000113615",0,0,0,0
"ENSMUSG00000113822",0,0,0,0
"ENSMUSG00000113457",0,0,0,0
"ENSMUSG00000038246",0,0,0,0
"ENSMUSG00000113484",0,0,0,0
"ENSMUSG00000114127",0,0,0,0
"ENSMUSG00000113170",1,0,0,0
"ENSMUSG00000021413",9,5,14,10
"ENSMUSG00000021414",0,1,0,2
"ENSMUSG00000021415",0,0,0,0
"ENSMUSG00000098209",0,0,0,0
"ENSMUSG00000021416",0,0,0,0
"ENSMUSG00000113066",0,0,0,0
"ENSMUSG00000085962",0,0,1,0
"ENSMUSG00000021417",6,8,1,7
"ENSMUSG00000114061",0,0,0,0
"ENSMUSG00000113738",0,0,0,0
"ENSMUSG00000114233",0,0,0,0
"ENSMUSG00000113906",0,0,0,0
"ENSMUSG00000102099",0,0,0,0
"ENSMUSG00000113770",0,0,0,0
"ENSMUSG00000114237",0,0,0,0
"ENSMUSG00000077601",0,0,0,0
"ENSMUSG00000114838",0,0,0,0
"ENSMUSG00000114337",0,0,0,0
"ENSMUSG00000114661",0,0,0,0
"ENSMUSG00000059288",3,1,3,4
"ENSMUSG00000065178",0,0,0,0
"ENSMUSG00000114373",0,0,0,0
"ENSMUSG00000114555",0,0,0,0
"ENSMUSG00000021418",2,0,0,0
"ENSMUSG00000114270",0,0,0,0
"ENSMUSG00000114910",0,0,0,0
"ENSMUSG00000114647",0,0,0,0
"ENSMUSG00000050423",3,9,4,6
"ENSMUSG00000046573",7,6,7,7
"ENSMUSG00000114251",10,10,6,15
"ENSMUSG00000114340",0,0,0,0
"ENSMUSG00000114857",0,0,0,0
"ENSMUSG00000114407",0,0,0,0
"ENSMUSG00000021420",1,3,4,2
"ENSMUSG00000114371",0,0,0,0
"ENSMUSG00000114617",0,0,0,0
"ENSMUSG00000114714",0,0,0,0
"ENSMUSG00000114581",0,0,0,0
"ENSMUSG00000114387",0,1,0,0
"ENSMUSG00000114746",0,0,0,0
"ENSMUSG00000114851",1,1,2,0
"ENSMUSG00000077282",0,0,0,0
"ENSMUSG00000039114",19,14,18,16
"ENSMUSG00000114708",0,0,1,1
"ENSMUSG00000114483",0,0,0,0
"ENSMUSG00000114884",0,0,0,0
"ENSMUSG00000039109",1,0,1,0
"ENSMUSG00000114329",0,0,0,0
"ENSMUSG00000114336",0,0,0,0
"ENSMUSG00000114428",0,0,0,0
"ENSMUSG00000114297",0,0,0,0
"ENSMUSG00000114249",0,0,0,0
"ENSMUSG00000114508",0,0,0,0
"ENSMUSG00000021423",6,13,1,4
"ENSMUSG00000100760",0,0,0,0
"ENSMUSG00000114791",0,0,0,0
"ENSMUSG00000100932",0,0,0,0
"ENSMUSG00000099847",0,0,0,0
"ENSMUSG00000114701",0,0,0,0
"ENSMUSG00000114573",0,0,0,0
"ENSMUSG00000114389",0,0,0,0
"ENSMUSG00000100022",0,0,0,0
"ENSMUSG00000114665",0,0,0,0
"ENSMUSG00000114724",0,0,0,0
"ENSMUSG00000114784",0,0,0,0
"ENSMUSG00000114718",0,0,0,0
"ENSMUSG00000114404",0,0,0,0
"ENSMUSG00000114355",0,0,0,0
"ENSMUSG00000114828",0,0,0,0
"ENSMUSG00000114546",0,0,0,0
"ENSMUSG00000114732",0,0,0,0
"ENSMUSG00000114259",0,0,0,0
"ENSMUSG00000114800",0,0,0,0
"ENSMUSG00000039087",15,3,11,9
"ENSMUSG00000114370",0,0,0,0
"ENSMUSG00000021427",25,15,32,29
"ENSMUSG00000044566",2,0,1,0
"ENSMUSG00000021428",4,1,3,5
"ENSMUSG00000098481",0,0,0,0
"ENSMUSG00000103789",0,0,0,0
"ENSMUSG00000054889",1,2,2,4
"ENSMUSG00000021431",5,1,2,8
"ENSMUSG00000114799",0,0,0,0
"ENSMUSG00000114525",0,0,0,0
"ENSMUSG00000114861",0,0,0,0
"ENSMUSG00000039004",8,1,8,5
"ENSMUSG00000114895",0,0,0,0
"ENSMUSG00000038991",15,21,23,20
"ENSMUSG00000114399",0,0,0,0
"ENSMUSG00000114638",1,0,0,0
"ENSMUSG00000114331",0,0,0,0
"ENSMUSG00000114866",0,0,0,0
"ENSMUSG00000038982",8,10,8,8
"ENSMUSG00000114830",0,0,0,0
"ENSMUSG00000001707",4,0,1,1
"ENSMUSG00000114651",0,0,0,0
"ENSMUSG00000114767",0,0,0,0
"ENSMUSG00000114813",0,0,0,0
"ENSMUSG00000114845",0,0,0,0
"ENSMUSG00000114319",0,0,0,0
"ENSMUSG00000087909",0,0,0,0
"ENSMUSG00000114949",0,0,0,0
"ENSMUSG00000021432",3,7,3,2
"ENSMUSG00000096932",0,0,0,0
"ENSMUSG00000114512",0,0,0,0
"ENSMUSG00000114821",0,0,0,0
"ENSMUSG00000114330",0,0,0,0
"ENSMUSG00000114221",0,0,0,0
"ENSMUSG00000114841",0,0,0,0
"ENSMUSG00000114300",0,0,0,0
"ENSMUSG00000114346",0,0,0,0
"ENSMUSG00000114710",0,0,0,0
"ENSMUSG00000114491",0,0,0,0
"ENSMUSG00000114381",0,0,0,0
"ENSMUSG00000065256",0,0,0,0
"ENSMUSG00000114957",0,0,0,0
"ENSMUSG00000047094",0,0,0,0
"ENSMUSG00000114248",0,0,0,0
"ENSMUSG00000114215",0,0,0,0
"ENSMUSG00000114198",0,0,0,0
"ENSMUSG00000114322",0,0,0,0
"ENSMUSG00000055732",0,0,0,0
"ENSMUSG00000021359",0,0,0,0
"ENSMUSG00000114936",0,0,0,0
"ENSMUSG00000097752",0,0,0,0
"ENSMUSG00000114597",0,0,0,0
"ENSMUSG00000114640",0,0,0,0
"ENSMUSG00000090475",0,1,0,1
"ENSMUSG00000114263",0,0,0,0
"ENSMUSG00000114560",0,0,0,0
"ENSMUSG00000021360",10,5,1,8
"ENSMUSG00000093269",0,0,0,0
"ENSMUSG00000114672",0,0,0,0
"ENSMUSG00000114662",0,0,0,0
"ENSMUSG00000114601",0,0,0,0
"ENSMUSG00000114723",0,0,0,0
"ENSMUSG00000086693",1,2,0,1
"ENSMUSG00000038683",6,7,4,8
"ENSMUSG00000021361",4,8,11,8
"ENSMUSG00000021363",2,1,0,2
"ENSMUSG00000114385",0,0,0,0
"ENSMUSG00000021362",0,0,0,0
"ENSMUSG00000038651",0,0,0,0
"ENSMUSG00000114388",0,0,0,0
"ENSMUSG00000021364",2,2,2,1
"ENSMUSG00000114238",0,0,0,0
"ENSMUSG00000114247",0,0,0,0
"ENSMUSG00000091264",40,44,51,43
"ENSMUSG00000090853",0,0,0,0
"ENSMUSG00000021365",4,2,3,1
"ENSMUSG00000097373",0,0,0,0
"ENSMUSG00000114914",0,0,0,0
"ENSMUSG00000114552",0,0,0,0
"ENSMUSG00000114537",0,0,0,0
"ENSMUSG00000114585",0,0,0,0
"ENSMUSG00000114545",0,0,0,0
"ENSMUSG00000092835",0,0,0,0
"ENSMUSG00000087370",13,20,12,16
"ENSMUSG00000054258",0,0,0,0
"ENSMUSG00000058022",0,0,0,0
"ENSMUSG00000085759",0,0,0,0
"ENSMUSG00000099672",0,0,0,0
"ENSMUSG00000103479",0,0,0,0
"ENSMUSG00000113856",0,1,0,0
"ENSMUSG00000089035",0,0,0,0
"ENSMUSG00000100071",0,0,0,0
"ENSMUSG00000021366",8,7,12,13
"ENSMUSG00000021367",2,1,1,1
"ENSMUSG00000113619",0,0,0,0
"ENSMUSG00000113000",0,0,0,0
"ENSMUSG00000113367",0,0,0,0
"ENSMUSG00000095255",0,0,0,0
"ENSMUSG00000054728",119,91,116,92
"ENSMUSG00000089710",0,0,0,0
"ENSMUSG00000085276",0,0,0,0
"ENSMUSG00000090135",0,0,0,0
"ENSMUSG00000088527",0,0,0,0
"ENSMUSG00000087202",0,0,0,0
"ENSMUSG00000021368",2,5,1,2
"ENSMUSG00000051335",43,37,39,37
"ENSMUSG00000054021",1,3,4,3
"ENSMUSG00000063200",0,2,7,1
"ENSMUSG00000038546",14,9,13,10
"ENSMUSG00000112942",0,0,0,0
"ENSMUSG00000065315",0,0,0,0
"ENSMUSG00000113891",0,0,0,0
"ENSMUSG00000113177",0,0,0,0
"ENSMUSG00000112983",1,0,0,0
"ENSMUSG00000021371",5,5,8,5
"ENSMUSG00000044164",6,11,8,4
"ENSMUSG00000114121",0,0,0,0
"ENSMUSG00000110016",0,0,1,2
"ENSMUSG00000015396",10,7,7,2
"ENSMUSG00000114192",0,0,0,0
"ENSMUSG00000113780",1,0,1,0
"ENSMUSG00000089107",0,0,0,0
"ENSMUSG00000113671",0,0,0,0
"ENSMUSG00000113252",0,0,0,0
"ENSMUSG00000113276",0,0,0,0
"ENSMUSG00000089815",0,0,0,0
"ENSMUSG00000113458",0,0,0,0
"ENSMUSG00000113186",0,0,2,0
"ENSMUSG00000113727",0,0,0,0
"ENSMUSG00000113689",0,0,0,0
"ENSMUSG00000112936",0,0,0,0
"ENSMUSG00000098107",0,0,0,0
"ENSMUSG00000098124",0,0,0,0
"ENSMUSG00000098144",0,0,0,0
"ENSMUSG00000113010",0,0,0,0
"ENSMUSG00000113492",0,0,0,0
"ENSMUSG00000113977",0,0,0,0
"ENSMUSG00000113730",0,0,0,0
"ENSMUSG00000038518",5,5,8,4
"ENSMUSG00000088189",0,0,0,0
"ENSMUSG00000057531",11,11,19,19
"ENSMUSG00000065656",0,0,0,0
"ENSMUSG00000078915",1,0,0,1
"ENSMUSG00000047061",1,0,0,0
"ENSMUSG00000113553",0,0,0,0
"ENSMUSG00000098136",0,0,0,0
"ENSMUSG00000113772",0,0,0,0
"ENSMUSG00000113919",0,2,0,1
"ENSMUSG00000088203",0,0,0,0
"ENSMUSG00000038175",8,2,8,6
"ENSMUSG00000113446",0,0,0,0
"ENSMUSG00000089211",0,0,0,0
"ENSMUSG00000000253",11,22,8,10
"ENSMUSG00000046876",27,21,41,30
"ENSMUSG00000114131",0,0,0,0
"ENSMUSG00000113987",0,0,0,0
"ENSMUSG00000038152",0,1,0,2
